device_trust,failed_attempts,request_frequency,network_anomaly,time_anomaly,previous_behavior,label,decision
51.28,4,27.14,40.06,32.6,58.63,SUSPICIOUS,LIMITED
83.94,1,7.06,7.11,13.49,98.55,NORMAL,ALLOW
23.42,8,74.7,91.45,90.14,16.15,HIGH_RISK,DENY
96.8,0,6.23,1.57,2.37,92.49,NORMAL,ALLOW
49.58,2,24.27,37.82,18.0,72.0,SUSPICIOUS,LIMITED
19.26,9,56.97,81.47,65.8,14.63,HIGH_RISK,DENY
16.3,11,90.68,78.53,78.13,28.02,HIGH_RISK,DENY
16.8,9,71.32,96.64,92.87,16.86,HIGH_RISK,DENY
23.48,10,109.99,91.21,92.29,28.69,HIGH_RISK,DENY
94.71,1,3.35,0.67,5.01,89.98,NORMAL,ALLOW
63.87,6,29.4,47.87,48.37,41.66,SUSPICIOUS,LIMITED
46.85,6,23.38,41.88,41.27,65.47,SUSPICIOUS,LIMITED
81.59,0,2.24,2.13,3.79,96.78,NORMAL,ALLOW
89.58,0,4.1,0.28,9.2,89.3,NORMAL,ALLOW
58.15,3,28.95,52.61,28.19,60.5,SUSPICIOUS,LIMITED
89.12,1,9.6,0.1,0.89,93.25,NORMAL,ALLOW
58.82,6,37.0,44.08,23.77,65.11,SUSPICIOUS,LIMITED
97.98,0,3.2,2.06,4.83,90.96,NORMAL,ALLOW
12.69,9,91.19,69.3,77.14,13.69,HIGH_RISK,DENY
23.34,10,68.21,72.84,65.0,5.24,HIGH_RISK,DENY
52.49,3,34.65,49.82,41.52,58.27,SUSPICIOUS,LIMITED
50.9,5,34.46,50.7,33.35,46.03,SUSPICIOUS,LIMITED
97.07,0,6.06,3.49,0.77,94.6,NORMAL,ALLOW
95.69,0,2.6,0.87,1.59,93.31,NORMAL,ALLOW
95.29,0,3.55,18.0,1.28,96.86,NORMAL,ALLOW
89.12,0,6.47,3.43,2.19,93.06,NORMAL,ALLOW
26.62,12,94.55,95.6,85.2,13.53,HIGH_RISK,DENY
55.62,6,19.08,34.5,33.0,67.7,SUSPICIOUS,LIMITED
48.71,2,28.16,42.45,42.05,67.35,SUSPICIOUS,LIMITED
63.2,4,16.5,52.18,56.41,62.64,SUSPICIOUS,LIMITED
99.26,0,7.82,3.4,4.06,87.66,NORMAL,ALLOW
99.52,0,3.43,13.24,3.79,87.94,NORMAL,ALLOW
90.56,0,5.54,2.24,0.83,94.37,NORMAL,ALLOW
100.0,0,4.67,0.03,2.03,89.19,NORMAL,ALLOW
53.58,4,25.7,54.88,22.9,65.07,SUSPICIOUS,LIMITED
49.81,3,32.85,49.4,26.75,60.26,SUSPICIOUS,LIMITED
90.62,0,6.95,1.79,4.5,81.11,NORMAL,ALLOW
59.58,3,24.94,41.92,53.3,60.62,SUSPICIOUS,LIMITED
27.91,9,98.43,75.55,83.84,10.15,HIGH_RISK,DENY
47.11,6,18.15,47.13,58.6,67.01,SUSPICIOUS,LIMITED
55.21,2,24.88,52.41,31.19,68.27,SUSPICIOUS,LIMITED
11.97,14,95.69,92.69,83.89,26.13,HIGH_RISK,DENY
47.63,2,29.75,50.27,39.01,58.7,SUSPICIOUS,LIMITED
1.94,15,66.56,94.35,93.63,13.51,HIGH_RISK,DENY
56.62,4,26.21,41.91,26.36,54.06,SUSPICIOUS,LIMITED
47.83,5,21.8,47.81,35.42,64.51,SUSPICIOUS,LIMITED
47.51,6,29.44,49.39,30.3,47.95,SUSPICIOUS,LIMITED
20.3,6,101.18,87.53,51.99,4.17,HIGH_RISK,DENY
82.06,1,1.34,0.36,1.14,93.44,NORMAL,ALLOW
50.06,4,14.0,56.91,46.18,51.44,SUSPICIOUS,LIMITED
97.16,0,1.0,6.14,3.96,88.82,NORMAL,ALLOW
60.63,5,22.05,45.39,20.33,50.51,SUSPICIOUS,LIMITED
22.24,6,81.94,94.71,76.1,26.68,HIGH_RISK,DENY
21.11,9,70.7,100.0,68.89,34.85,HIGH_RISK,DENY
15.01,10,85.26,81.86,71.79,27.16,HIGH_RISK,DENY
94.37,1,3.96,2.38,3.58,91.65,NORMAL,ALLOW
58.04,3,18.76,62.67,34.81,70.79,SUSPICIOUS,LIMITED
81.01,0,5.27,8.47,1.34,87.11,NORMAL,ALLOW
99.83,0,5.81,4.5,0.93,90.71,NORMAL,ALLOW
90.19,1,7.8,0.82,2.07,96.63,NORMAL,ALLOW
38.0,2,15.9,42.92,23.05,70.62,SUSPICIOUS,LIMITED
49.57,4,37.18,46.68,47.69,63.49,SUSPICIOUS,LIMITED
88.75,1,8.83,8.04,4.31,96.97,NORMAL,ALLOW
16.78,8,95.34,74.7,100.0,26.2,HIGH_RISK,DENY
23.95,9,87.0,86.8,75.99,18.79,HIGH_RISK,DENY
62.95,6,28.28,53.26,24.58,65.19,SUSPICIOUS,LIMITED
53.08,2,36.17,38.77,45.4,54.29,SUSPICIOUS,LIMITED
54.24,2,27.6,48.75,35.61,55.42,SUSPICIOUS,LIMITED
98.91,0,6.49,4.53,2.8,98.45,NORMAL,ALLOW
89.9,2,6.32,1.03,2.17,100.0,NORMAL,ALLOW
20.27,12,96.88,91.74,71.34,31.14,HIGH_RISK,DENY
58.78,3,16.52,56.98,43.91,64.42,SUSPICIOUS,LIMITED
17.91,7,78.88,83.21,88.92,11.06,HIGH_RISK,DENY
18.83,8,79.84,81.11,88.15,10.65,HIGH_RISK,DENY
5.96,13,49.43,80.7,61.42,26.12,HIGH_RISK,DENY
90.66,0,4.04,4.73,8.35,98.44,NORMAL,ALLOW
91.61,1,7.32,1.32,5.15,94.05,NORMAL,ALLOW
85.36,2,5.37,8.81,4.28,93.0,NORMAL,ALLOW
25.21,9,57.6,74.59,75.96,23.38,HIGH_RISK,DENY
94.0,0,5.75,13.94,1.93,88.43,NORMAL,ALLOW
92.49,0,3.76,0.0,1.21,96.25,NORMAL,ALLOW
14.51,14,95.99,78.07,80.72,28.76,HIGH_RISK,DENY
62.18,2,26.29,45.02,64.07,66.26,SUSPICIOUS,LIMITED
12.2,7,74.33,75.01,100.0,29.3,HIGH_RISK,DENY
68.94,2,23.5,54.32,51.73,60.13,SUSPICIOUS,LIMITED
48.01,2,22.09,42.11,45.25,58.89,SUSPICIOUS,LIMITED
53.8,3,26.56,49.52,43.11,61.23,SUSPICIOUS,LIMITED
88.14,1,3.26,1.51,3.38,94.73,NORMAL,ALLOW
93.35,0,5.92,1.6,2.02,88.14,NORMAL,ALLOW
54.6,5,29.69,58.08,18.0,65.29,SUSPICIOUS,LIMITED
85.09,0,6.02,17.83,1.43,86.93,NORMAL,ALLOW
22.12,12,86.28,84.32,100.0,16.04,HIGH_RISK,DENY
52.53,2,20.4,40.43,49.72,51.7,SUSPICIOUS,LIMITED
54.86,3,21.46,53.73,47.66,63.2,SUSPICIOUS,LIMITED
62.05,5,22.4,60.44,40.64,45.78,SUSPICIOUS,LIMITED
23.33,9,109.91,83.81,68.03,28.52,HIGH_RISK,DENY
19.46,9,91.21,84.75,70.89,17.08,HIGH_RISK,DENY
15.41,6,86.6,83.6,66.75,31.07,HIGH_RISK,DENY
60.38,2,24.84,50.41,31.52,62.63,SUSPICIOUS,LIMITED
57.06,6,31.19,41.58,63.09,41.71,SUSPICIOUS,LIMITED
56.38,2,23.92,51.39,37.06,72.0,SUSPICIOUS,LIMITED
30.0,11,76.09,86.03,74.45,20.78,HIGH_RISK,DENY
21.91,12,105.61,96.08,66.16,33.92,HIGH_RISK,DENY
51.09,6,28.28,35.61,51.24,53.53,SUSPICIOUS,LIMITED
51.0,4,21.72,50.46,63.07,68.32,SUSPICIOUS,LIMITED
59.17,2,33.57,36.56,49.08,61.11,SUSPICIOUS,LIMITED
99.22,0,6.88,3.32,7.4,83.27,NORMAL,ALLOW
87.38,0,7.15,8.22,12.35,90.63,NORMAL,ALLOW
100.0,0,5.13,3.16,0.02,92.34,NORMAL,ALLOW
94.04,0,4.49,6.72,5.85,86.63,NORMAL,ALLOW
8.97,11,137.61,96.84,76.32,27.5,HIGH_RISK,DENY
64.52,4,31.38,49.71,58.4,57.17,SUSPICIOUS,LIMITED
7.08,9,48.0,82.12,70.12,9.21,HIGH_RISK,DENY
16.11,9,100.65,85.49,90.5,24.07,HIGH_RISK,DENY
48.21,2,27.47,65.52,45.05,60.15,SUSPICIOUS,LIMITED
48.93,2,16.69,38.07,55.68,66.32,SUSPICIOUS,LIMITED
17.99,13,106.82,68.36,72.21,28.45,HIGH_RISK,DENY
56.73,2,19.9,57.78,23.95,55.19,SUSPICIOUS,LIMITED
52.42,2,26.4,39.03,27.55,55.39,SUSPICIOUS,LIMITED
48.77,5,27.89,49.63,56.08,58.17,SUSPICIOUS,LIMITED
22.33,6,95.45,72.75,86.21,12.94,HIGH_RISK,DENY
95.41,0,3.47,0.41,0.64,98.26,NORMAL,ALLOW
92.92,0,9.31,1.99,2.99,87.51,NORMAL,ALLOW
9.32,8,85.16,82.36,89.89,15.33,HIGH_RISK,DENY
88.88,0,5.42,12.85,1.77,89.86,NORMAL,ALLOW
92.75,0,3.65,2.82,0.26,100.0,NORMAL,ALLOW
22.68,6,62.13,84.06,61.15,13.44,HIGH_RISK,DENY
90.74,0,6.82,1.41,0.4,96.07,NORMAL,ALLOW
96.11,0,6.78,0.62,0.19,89.51,NORMAL,ALLOW
89.65,0,4.21,0.8,1.26,87.13,NORMAL,ALLOW
4.63,8,67.85,75.42,86.44,8.27,HIGH_RISK,DENY
11.04,9,80.81,97.57,100.0,30.16,HIGH_RISK,DENY
20.13,7,101.67,84.74,79.51,12.39,HIGH_RISK,DENY
83.43,0,4.6,3.9,9.78,95.23,NORMAL,ALLOW
46.06,2,16.22,55.22,60.17,55.21,SUSPICIOUS,LIMITED
15.46,6,95.03,78.97,80.09,25.14,HIGH_RISK,DENY
54.45,2,25.12,63.57,40.94,57.57,SUSPICIOUS,LIMITED
89.45,0,2.89,0.98,2.17,91.59,NORMAL,ALLOW
7.37,8,93.56,83.63,100.0,14.2,HIGH_RISK,DENY
48.87,3,21.04,37.8,46.97,62.1,SUSPICIOUS,LIMITED
50.19,2,26.43,45.15,27.67,72.0,SUSPICIOUS,LIMITED
85.1,0,5.38,1.93,1.16,96.1,NORMAL,ALLOW
20.98,10,78.88,84.5,84.08,26.18,HIGH_RISK,DENY
11.41,16,63.78,86.83,56.81,10.14,HIGH_RISK,DENY
39.98,2,16.27,35.58,46.21,60.84,SUSPICIOUS,LIMITED
93.04,0,4.51,7.33,0.82,86.71,NORMAL,ALLOW
7.61,6,80.36,89.83,79.8,20.21,HIGH_RISK,DENY
13.94,13,98.5,82.13,77.43,11.93,HIGH_RISK,DENY
21.67,8,60.93,83.77,71.41,31.16,HIGH_RISK,DENY
79.88,0,3.61,3.93,3.69,97.81,NORMAL,ALLOW
63.33,2,15.92,42.4,50.27,61.29,SUSPICIOUS,LIMITED
38.0,2,41.26,34.96,29.53,69.31,SUSPICIOUS,LIMITED
14.94,14,80.9,84.32,99.03,18.13,HIGH_RISK,DENY
61.74,6,30.37,55.69,38.97,49.89,SUSPICIOUS,LIMITED
88.11,1,6.63,3.52,0.74,93.76,NORMAL,ALLOW
89.3,0,4.72,4.31,10.71,94.0,NORMAL,ALLOW
84.33,0,3.59,0.71,4.91,81.55,NORMAL,ALLOW
42.81,3,32.8,40.29,37.15,48.82,SUSPICIOUS,LIMITED
54.93,2,25.62,50.36,51.94,63.92,SUSPICIOUS,LIMITED
99.27,0,2.5,3.71,0.77,89.45,NORMAL,ALLOW
92.55,2,3.8,4.98,7.18,91.43,NORMAL,ALLOW
91.04,0,6.53,5.87,0.17,93.98,NORMAL,ALLOW
92.58,0,2.15,0.58,3.36,93.32,NORMAL,ALLOW
48.95,6,19.23,55.87,56.99,43.34,SUSPICIOUS,LIMITED
0.0,8,85.13,93.88,76.52,26.4,HIGH_RISK,DENY
94.57,0,8.07,1.22,3.44,86.22,NORMAL,ALLOW
26.55,11,121.96,93.3,69.76,16.42,HIGH_RISK,DENY
97.27,0,5.12,6.5,3.82,92.49,NORMAL,ALLOW
51.43,3,23.78,45.86,36.16,57.9,SUSPICIOUS,LIMITED
89.67,0,3.25,2.65,3.14,84.84,NORMAL,ALLOW
0.03,12,85.87,85.1,64.71,18.79,HIGH_RISK,DENY
100.0,0,7.12,1.73,1.0,99.41,NORMAL,ALLOW
47.2,4,23.22,46.29,24.2,55.26,SUSPICIOUS,LIMITED
59.53,3,33.16,54.32,18.0,43.89,SUSPICIOUS,LIMITED
47.48,2,20.02,50.75,22.59,64.9,SUSPICIOUS,LIMITED
25.21,9,83.69,84.61,70.83,21.01,HIGH_RISK,DENY
15.23,10,97.57,93.3,78.52,7.38,HIGH_RISK,DENY
15.06,7,71.36,88.89,91.45,8.2,HIGH_RISK,DENY
57.94,2,15.56,36.25,55.64,70.46,SUSPICIOUS,LIMITED
31.16,9,89.2,79.19,81.13,9.04,HIGH_RISK,DENY
16.58,9,67.04,79.3,87.35,17.91,HIGH_RISK,DENY
72.0,3,17.42,42.92,41.83,69.8,SUSPICIOUS,LIMITED
89.22,0,7.07,0.2,10.23,94.08,NORMAL,ALLOW
28.99,13,74.8,88.34,90.91,7.43,HIGH_RISK,DENY
95.24,1,4.34,3.17,0.28,100.0,NORMAL,ALLOW
86.81,0,7.63,0.34,2.49,85.78,NORMAL,ALLOW
12.21,11,91.73,80.15,59.0,29.09,HIGH_RISK,DENY
54.74,3,23.3,50.04,63.08,72.0,SUSPICIOUS,LIMITED
91.26,0,6.73,0.8,0.43,94.96,NORMAL,ALLOW
95.78,0,2.8,4.67,4.91,85.9,NORMAL,ALLOW
50.42,2,19.65,63.94,19.12,68.21,SUSPICIOUS,LIMITED
55.29,4,24.15,35.78,57.18,45.43,SUSPICIOUS,LIMITED
21.11,6,77.97,92.65,83.4,4.4,HIGH_RISK,DENY
18.25,6,100.0,93.99,96.66,10.81,HIGH_RISK,DENY
46.66,2,42.47,23.97,46.71,56.49,SUSPICIOUS,LIMITED
60.97,4,36.54,38.42,23.49,58.64,SUSPICIOUS,LIMITED
5.6,8,82.05,84.95,89.49,13.99,HIGH_RISK,DENY
91.91,0,5.38,4.53,2.82,86.77,NORMAL,ALLOW
11.45,7,104.11,76.44,80.88,21.28,HIGH_RISK,DENY
43.85,3,29.41,55.01,51.61,49.89,SUSPICIOUS,LIMITED
57.57,5,30.98,53.62,42.91,45.19,SUSPICIOUS,LIMITED
92.43,0,6.1,0.56,4.39,89.76,NORMAL,ALLOW
10.51,7,73.3,75.75,80.1,26.07,HIGH_RISK,DENY
17.19,10,115.71,74.78,70.18,32.33,HIGH_RISK,DENY
9.29,8,87.04,92.62,66.89,25.39,HIGH_RISK,DENY
16.91,12,89.76,92.9,90.09,21.83,HIGH_RISK,DENY
61.76,6,17.18,50.52,38.34,51.15,SUSPICIOUS,LIMITED
14.52,10,89.27,64.43,66.07,17.49,HIGH_RISK,DENY
94.28,1,6.23,6.36,0.96,97.97,NORMAL,ALLOW
56.06,6,40.79,41.5,55.14,56.18,SUSPICIOUS,LIMITED
16.38,10,110.7,76.48,77.88,22.47,HIGH_RISK,DENY
60.74,3,34.01,39.97,68.22,60.26,SUSPICIOUS,LIMITED
51.39,2,18.37,48.05,27.66,46.86,SUSPICIOUS,LIMITED
19.6,14,90.54,90.81,92.15,26.73,HIGH_RISK,DENY
100.0,0,2.35,1.13,3.53,86.52,NORMAL,ALLOW
66.0,2,28.46,40.12,37.42,57.79,SUSPICIOUS,LIMITED
93.16,0,5.22,0.08,11.16,89.25,NORMAL,ALLOW
13.14,10,81.07,74.1,68.94,23.49,HIGH_RISK,DENY
93.69,0,3.82,9.97,1.82,91.02,NORMAL,ALLOW
72.0,2,31.31,46.46,36.91,47.91,SUSPICIOUS,LIMITED
84.96,0,1.0,1.61,1.38,99.39,NORMAL,ALLOW
63.49,3,26.89,37.5,38.58,59.86,SUSPICIOUS,LIMITED
91.16,0,4.28,2.58,3.39,86.0,NORMAL,ALLOW
86.59,0,5.08,7.0,3.81,85.25,NORMAL,ALLOW
89.9,0,7.41,2.5,1.73,94.72,NORMAL,ALLOW
59.01,2,27.3,43.33,20.08,44.66,SUSPICIOUS,LIMITED
43.79,3,23.18,30.1,18.0,51.82,SUSPICIOUS,LIMITED
90.81,0,6.43,7.6,1.22,93.14,NORMAL,ALLOW
89.87,0,2.08,0.41,4.4,91.29,NORMAL,ALLOW
6.29,9,89.22,91.06,69.73,13.87,HIGH_RISK,DENY
61.63,2,22.73,54.83,33.6,64.02,SUSPICIOUS,LIMITED
43.35,3,28.22,41.89,25.8,48.39,SUSPICIOUS,LIMITED
60.86,3,21.83,59.17,45.33,56.39,SUSPICIOUS,LIMITED
62.95,2,24.88,56.27,36.39,69.24,SUSPICIOUS,LIMITED
18.77,6,107.03,76.84,89.06,31.56,HIGH_RISK,DENY
91.83,0,7.58,7.03,1.94,89.05,NORMAL,ALLOW
82.8,0,5.92,2.05,0.55,100.0,NORMAL,ALLOW
21.51,8,61.05,82.95,77.04,26.36,HIGH_RISK,DENY
72.0,2,32.62,46.38,23.91,70.33,SUSPICIOUS,LIMITED
51.78,3,26.45,50.05,37.34,67.56,SUSPICIOUS,LIMITED
57.33,4,29.02,47.2,30.37,55.85,SUSPICIOUS,LIMITED
85.28,0,3.38,0.33,2.84,97.8,NORMAL,ALLOW
95.76,1,5.98,0.91,0.55,100.0,NORMAL,ALLOW
92.07,0,2.16,2.77,4.35,95.66,NORMAL,ALLOW
15.28,7,79.34,91.52,70.29,7.28,HIGH_RISK,DENY
17.86,11,54.1,72.4,73.72,22.14,HIGH_RISK,DENY
18.7,12,84.04,83.26,88.88,12.57,HIGH_RISK,DENY
83.73,0,7.57,17.48,2.5,95.67,NORMAL,ALLOW
88.13,1,3.64,2.65,0.53,90.57,NORMAL,ALLOW
89.8,1,2.04,1.2,5.17,95.19,NORMAL,ALLOW
89.7,1,7.1,1.79,4.57,98.28,NORMAL,ALLOW
81.79,0,4.47,9.77,0.25,90.48,NORMAL,ALLOW
89.41,0,6.31,4.44,4.0,89.67,NORMAL,ALLOW
96.86,0,7.03,6.12,6.73,93.63,NORMAL,ALLOW
40.06,5,33.78,42.44,40.91,51.48,SUSPICIOUS,LIMITED
55.32,3,28.04,35.81,66.1,72.0,SUSPICIOUS,LIMITED
90.83,0,1.0,0.95,0.57,92.79,NORMAL,ALLOW
54.01,2,34.89,56.0,38.94,51.59,SUSPICIOUS,LIMITED
23.4,13,76.45,75.82,80.59,30.35,HIGH_RISK,DENY
12.69,13,89.21,84.99,68.26,0.37,HIGH_RISK,DENY
45.14,2,25.51,43.95,37.97,58.53,SUSPICIOUS,LIMITED
87.01,0,8.1,2.03,4.57,94.0,NORMAL,ALLOW
86.35,0,5.08,2.76,4.07,92.1,NORMAL,ALLOW
54.75,3,24.34,50.14,46.95,50.08,SUSPICIOUS,LIMITED
22.72,11,65.6,81.87,82.2,23.83,HIGH_RISK,DENY
11.88,10,96.83,79.02,79.08,26.32,HIGH_RISK,DENY
10.94,9,71.43,79.75,81.64,22.31,HIGH_RISK,DENY
47.15,4,26.56,49.01,26.91,58.01,SUSPICIOUS,LIMITED
96.15,0,2.74,3.32,10.53,93.2,NORMAL,ALLOW
93.62,0,2.48,2.42,1.5,93.75,NORMAL,ALLOW
97.95,1,5.88,0.18,5.97,96.79,NORMAL,ALLOW
38.14,2,31.83,55.26,55.01,49.68,SUSPICIOUS,LIMITED
51.13,6,20.26,56.79,34.7,54.17,SUSPICIOUS,LIMITED
88.16,0,8.2,0.82,0.56,92.31,NORMAL,ALLOW
62.17,5,29.34,55.13,28.74,72.0,SUSPICIOUS,LIMITED
63.79,2,28.2,45.94,46.84,72.0,SUSPICIOUS,LIMITED
13.31,6,86.52,89.07,76.06,28.65,HIGH_RISK,DENY
61.36,4,21.01,34.97,57.62,71.21,SUSPICIOUS,LIMITED
88.59,0,3.33,0.1,1.17,80.99,NORMAL,ALLOW
98.19,0,8.37,3.16,1.3,95.91,NORMAL,ALLOW
14.87,6,78.93,92.51,79.5,16.5,HIGH_RISK,DENY
14.24,13,68.81,73.78,63.75,24.69,HIGH_RISK,DENY
84.94,0,1.51,3.91,2.49,85.21,NORMAL,ALLOW
85.89,0,7.36,1.47,1.07,90.47,NORMAL,ALLOW
85.9,0,5.17,3.09,3.37,91.69,NORMAL,ALLOW
20.72,9,94.14,87.15,67.51,14.68,HIGH_RISK,DENY
88.18,0,4.29,1.39,8.1,90.04,NORMAL,ALLOW
27.07,11,70.24,83.67,67.78,19.27,HIGH_RISK,DENY
97.37,1,5.32,4.71,1.37,92.4,NORMAL,ALLOW
44.43,2,19.09,45.25,18.0,65.79,SUSPICIOUS,LIMITED
54.59,2,31.95,45.7,54.35,38.81,SUSPICIOUS,LIMITED
90.08,0,8.68,3.7,0.27,92.79,NORMAL,ALLOW
56.56,2,24.2,43.97,60.06,56.38,SUSPICIOUS,LIMITED
22.95,11,88.73,80.08,73.58,8.69,HIGH_RISK,DENY
90.33,0,2.86,1.58,0.62,100.0,NORMAL,ALLOW
94.8,0,5.08,3.48,1.0,93.37,NORMAL,ALLOW
58.73,4,32.67,43.14,27.63,53.45,SUSPICIOUS,LIMITED
24.51,12,122.23,83.93,74.81,23.76,HIGH_RISK,DENY
93.47,0,5.68,7.01,1.38,92.84,NORMAL,ALLOW
51.08,6,22.17,56.28,42.22,63.31,SUSPICIOUS,LIMITED
89.44,0,8.38,0.36,0.12,89.73,NORMAL,ALLOW
24.28,11,84.55,96.22,95.62,20.64,HIGH_RISK,DENY
47.86,4,18.18,49.09,52.39,46.75,SUSPICIOUS,LIMITED
90.24,1,5.57,4.36,0.34,97.2,NORMAL,ALLOW
9.52,6,80.05,91.5,92.17,32.41,HIGH_RISK,DENY
47.58,4,26.87,41.02,53.71,60.99,SUSPICIOUS,LIMITED
48.61,4,20.18,39.57,22.41,62.22,SUSPICIOUS,LIMITED
2.7,11,93.76,90.57,73.23,23.96,HIGH_RISK,DENY
89.17,0,6.1,0.14,5.29,94.06,NORMAL,ALLOW
22.26,12,90.98,75.24,100.0,24.06,HIGH_RISK,DENY
19.7,8,75.54,83.14,98.49,21.21,HIGH_RISK,DENY
95.93,0,4.93,2.95,4.95,83.84,NORMAL,ALLOW
12.97,13,99.73,85.24,71.29,24.79,HIGH_RISK,DENY
89.77,0,7.47,0.26,7.4,96.26,NORMAL,ALLOW
41.85,6,30.6,28.43,18.0,52.74,SUSPICIOUS,LIMITED
90.76,0,4.86,3.4,1.71,89.56,NORMAL,ALLOW
91.08,0,6.89,1.52,0.02,92.5,NORMAL,ALLOW
88.13,0,1.71,0.4,2.61,93.43,NORMAL,ALLOW
95.13,0,4.57,1.66,2.72,86.97,NORMAL,ALLOW
89.2,0,4.67,0.51,1.6,97.53,NORMAL,ALLOW
16.77,10,68.2,98.53,79.05,13.44,HIGH_RISK,DENY
19.27,10,85.68,70.87,86.91,36.41,HIGH_RISK,DENY
53.54,3,28.83,49.77,44.57,58.95,SUSPICIOUS,LIMITED
24.2,12,85.34,80.53,79.62,14.1,HIGH_RISK,DENY
9.3,10,96.78,90.21,73.01,29.59,HIGH_RISK,DENY
7.71,7,77.52,87.43,52.97,21.56,HIGH_RISK,DENY
52.22,3,25.69,32.26,39.9,72.0,SUSPICIOUS,LIMITED
6.59,10,83.83,71.65,90.01,21.25,HIGH_RISK,DENY
19.17,8,59.1,86.33,99.64,22.83,HIGH_RISK,DENY
52.77,2,20.1,45.52,44.25,63.31,SUSPICIOUS,LIMITED
86.94,0,3.44,3.48,0.5,93.62,NORMAL,ALLOW
8.67,12,103.46,89.92,74.15,31.04,HIGH_RISK,DENY
94.89,0,1.66,3.93,5.45,94.94,NORMAL,ALLOW
92.99,2,3.89,3.86,0.69,95.58,NORMAL,ALLOW
20.79,9,80.78,90.11,91.29,23.85,HIGH_RISK,DENY
1.58,10,65.98,83.11,80.4,20.45,HIGH_RISK,DENY
38.0,3,14.0,57.75,37.72,68.61,SUSPICIOUS,LIMITED
94.24,0,4.35,3.77,1.22,89.51,NORMAL,ALLOW
20.88,8,62.04,76.95,93.77,38.0,HIGH_RISK,DENY
95.41,0,7.69,4.13,1.08,87.02,NORMAL,ALLOW
97.44,1,3.32,5.31,13.0,96.69,NORMAL,ALLOW
4.29,6,70.66,78.96,66.55,21.5,HIGH_RISK,DENY
51.89,2,28.17,40.22,40.2,38.0,SUSPICIOUS,LIMITED
19.61,8,76.82,76.54,93.92,25.68,HIGH_RISK,DENY
12.76,6,71.11,78.4,84.62,26.09,HIGH_RISK,DENY
17.25,13,75.69,74.58,74.19,5.69,HIGH_RISK,DENY
24.63,10,88.5,90.25,66.22,7.72,HIGH_RISK,DENY
50.02,6,29.3,56.24,58.32,70.31,SUSPICIOUS,LIMITED
44.48,2,28.19,39.84,32.55,70.49,SUSPICIOUS,LIMITED
89.12,0,5.8,1.25,0.28,94.65,NORMAL,ALLOW
91.59,0,5.91,1.21,0.51,89.31,NORMAL,ALLOW
17.35,6,95.36,95.59,96.34,8.3,HIGH_RISK,DENY
85.52,0,6.13,18.0,5.09,89.44,NORMAL,ALLOW
11.25,11,85.97,80.75,76.25,28.13,HIGH_RISK,DENY
63.0,5,27.92,59.8,39.55,58.33,SUSPICIOUS,LIMITED
52.72,5,18.2,43.82,48.56,69.01,SUSPICIOUS,LIMITED
38.0,6,17.42,44.3,39.68,60.79,SUSPICIOUS,LIMITED
16.55,6,83.59,87.53,100.0,0.41,HIGH_RISK,DENY
62.48,4,34.4,53.05,33.5,56.11,SUSPICIOUS,LIMITED
27.49,13,105.67,98.6,59.03,17.15,HIGH_RISK,DENY
55.44,2,29.99,39.53,42.69,60.67,SUSPICIOUS,LIMITED
9.62,7,73.16,88.96,81.79,26.19,HIGH_RISK,DENY
57.89,4,30.21,49.52,38.07,43.49,SUSPICIOUS,LIMITED
87.13,0,5.83,13.03,2.11,93.08,NORMAL,ALLOW
66.39,2,18.31,37.05,61.29,43.44,SUSPICIOUS,LIMITED
93.71,0,5.1,3.35,2.52,93.28,NORMAL,ALLOW
12.09,10,90.94,96.28,97.5,5.16,HIGH_RISK,DENY
93.12,1,2.91,4.11,0.16,84.59,NORMAL,ALLOW
59.43,2,21.42,39.72,49.44,41.67,SUSPICIOUS,LIMITED
65.33,3,32.08,59.97,18.0,54.93,SUSPICIOUS,LIMITED
16.52,8,72.82,69.47,80.73,15.5,HIGH_RISK,DENY
92.03,0,4.94,0.39,0.44,96.23,NORMAL,ALLOW
3.99,12,82.39,92.56,75.29,24.95,HIGH_RISK,DENY
27.45,11,83.31,88.89,80.77,20.82,HIGH_RISK,DENY
97.16,0,1.11,15.76,1.2,94.13,NORMAL,ALLOW
87.99,0,4.97,0.93,5.01,97.27,NORMAL,ALLOW
56.15,6,16.89,49.42,20.04,47.62,SUSPICIOUS,LIMITED
51.88,4,33.47,35.13,38.37,58.66,SUSPICIOUS,LIMITED
51.46,6,34.85,30.17,61.84,66.95,SUSPICIOUS,LIMITED
89.7,0,5.35,4.79,0.17,91.38,NORMAL,ALLOW
91.37,0,2.98,1.91,1.9,90.35,NORMAL,ALLOW
55.48,5,34.83,41.59,50.39,48.7,SUSPICIOUS,LIMITED
20.7,12,64.81,84.9,85.48,20.88,HIGH_RISK,DENY
9.05,6,89.86,87.44,76.28,20.97,HIGH_RISK,DENY
92.23,0,6.29,2.17,5.01,76.12,NORMAL,ALLOW
64.34,6,15.14,39.37,51.36,58.64,SUSPICIOUS,LIMITED
17.65,7,105.92,83.92,75.28,14.19,HIGH_RISK,DENY
72.0,2,15.36,40.81,48.03,50.98,SUSPICIOUS,LIMITED
10.67,6,72.47,88.41,86.26,12.65,HIGH_RISK,DENY
16.43,13,103.23,77.59,83.48,13.42,HIGH_RISK,DENY
87.07,0,4.1,1.65,3.94,96.62,NORMAL,ALLOW
